User_id,Session_id,Event,Timestamp,Device,Region,Channel,Category,Revenue,Bounce_flag
USR00873,SES00873,Checkout,23-01-2026 13:52,Desktop,North,Email,Fashion,0,Yes
USR00874,SES00874,Browse,23-01-2026 03:55,Mobile,East,Social Media,Fashion,0,Yes
USR00875,SES00875,Browse,13-01-2026 00:21,Tablet,North,Social Media,Beauty,0,Yes
USR00875,SES00875,Add to Cart,13-01-2026 00:26,Desktop,North,Social Media,Fashion,0,Yes
USR00876,SES00876,Browse,31-01-2026 12:15,Tablet,North,Email,Sports,0,No
USR00876,SES00876,Add to Cart,31-01-2026 12:17,Mobile,South,Organic,Sports,0,No
USR00876,SES00876,Checkout,31-01-2026 12:19,Desktop,East,Email,Sports,0,No
USR00876,SES00876,Purchase,31-01-2026 12:21,Desktop,North,Organic,Beauty,883.72,No
USR00877,SES00877,Browse,24-01-2026 23:52,Desktop,South,Email,Home,0,No
USR00877,SES00877,Add to Cart,24-01-2026 23:57,Desktop,South,Organic,Sports,0,No
USR00877,SES00877,Checkout,25-01-2026 00:02,Desktop,South,Social Media,Sports,0,No
USR00877,SES00877,Purchase,25-01-2026 00:06,Mobile,South,Social Media,Beauty,1329.21,No
USR00878,SES00878,Browse,26-01-2026 00:34,Mobile,West,Organic,Sports,0,Yes
USR00878,SES00878,Add to Cart,26-01-2026 00:37,Mobile,West,Google Ads,Home,0,Yes
USR00879,SES00879,Browse,10-01-2026 09:12,Tablet,South,Email,Beauty,0,Yes
USR00879,SES00879,Add to Cart,10-01-2026 09:14,Mobile,North,Social Media,Electronics,0,Yes
USR00879,SES00879,Checkout,10-01-2026 09:19,Desktop,East,Google Ads,Electronics,0,Yes
USR00880,SES00880,Browse,15-01-2026 05:35,Desktop,West,Social Media,Beauty,0,Yes
USR00881,SES00881,Browse,31-01-2026 06:35,Mobile,East,Organic,Electronics,0,No
USR00881,SES00881,Add to Cart,31-01-2026 06:37,Mobile,South,Email,Fashion,0,No
USR00881,SES00881,Checkout,31-01-2026 06:39,Mobile,East,Organic,Fashion,0,No
USR00881,SES00881,Purchase,31-01-2026 06:42,Tablet,South,Social Media,Electronics,1014.67,No
USR00882,SES00882,Browse,31-01-2026 06:00,Mobile,East,Organic,Fashion,0,Yes
USR00883,SES00883,Browse,26-01-2026 00:31,Desktop,West,Google Ads,Electronics,0,Yes
USR00883,SES00883,Add to Cart,26-01-2026 00:34,Tablet,East,Organic,Electronics,0,Yes
USR00884,SES00884,Browse,18-01-2026 03:29,Tablet,East,Organic,Sports,0,Yes
USR00884,SES00884,Add to Cart,18-01-2026 03:32,Mobile,South,Email,Home,0,Yes
USR00884,SES00884,Checkout,18-01-2026 03:34,Mobile,South,Social Media,Sports,0,Yes
USR00885,SES00885,Browse,14-01-2026 15:43,Mobile,East,Organic,Home,0,No
USR00885,SES00885,Add to Cart,14-01-2026 15:46,Tablet,East,Email,Fashion,0,No
USR00885,SES00885,Checkout,14-01-2026 15:50,Tablet,South,Social Media,Home,0,No
USR00885,SES00885,Purchase,14-01-2026 15:53,Tablet,East,Email,Sports,947.75,No
USR00886,SES00886,Browse,07-01-2026 01:26,Tablet,East,Email,Fashion,0,Yes
USR00886,SES00886,Add to Cart,07-01-2026 01:30,Desktop,South,Email,Fashion,0,Yes
USR00886,SES00886,Checkout,07-01-2026 01:35,Desktop,East,Social Media,Sports,0,Yes
USR00887,SES00887,Browse,13-01-2026 12:18,Tablet,West,Organic,Beauty,0,Yes
USR00887,SES00887,Add to Cart,13-01-2026 12:21,Tablet,South,Social Media,Sports,0,Yes
USR00888,SES00888,Browse,28-01-2026 10:48,Mobile,South,Social Media,Electronics,0,No
USR00888,SES00888,Add to Cart,28-01-2026 10:51,Tablet,West,Social Media,Sports,0,No
USR00888,SES00888,Checkout,28-01-2026 10:53,Mobile,East,Social Media,Electronics,0,No
USR00888,SES00888,Purchase,28-01-2026 10:56,Tablet,North,Google Ads,Home,243.69,No
USR00889,SES00889,Browse,11-01-2026 13:09,Tablet,East,Social Media,Fashion,0,Yes
USR00890,SES00890,Browse,02-02-2026 07:16,Tablet,North,Google Ads,Beauty,0,Yes
USR00891,SES00891,Browse,16-01-2026 16:43,Mobile,North,Organic,Beauty,0,Yes
USR00891,SES00891,Add to Cart,16-01-2026 16:48,Desktop,West,Google Ads,Sports,0,Yes
USR00891,SES00891,Checkout,16-01-2026 16:51,Tablet,South,Email,Sports,0,Yes
USR00892,SES00892,Browse,14-01-2026 09:42,Mobile,South,Email,Home,0,Yes
USR00892,SES00892,Add to Cart,14-01-2026 09:47,Tablet,West,Organic,Fashion,0,Yes
USR00893,SES00893,Browse,28-01-2026 16:20,Mobile,West,Social Media,Fashion,0,Yes
USR00893,SES00893,Add to Cart,28-01-2026 16:23,Tablet,East,Google Ads,Fashion,0,Yes
USR00894,SES00894,Browse,18-01-2026 13:52,Desktop,South,Email,Electronics,0,Yes
USR00894,SES00894,Add to Cart,18-01-2026 13:55,Desktop,South,Organic,Electronics,0,Yes
USR00895,SES00895,Browse,20-01-2026 18:52,Tablet,South,Organic,Home,0,Yes
USR00896,SES00896,Browse,13-01-2026 20:41,Tablet,North,Organic,Electronics,0,Yes
USR00897,SES00897,Browse,30-01-2026 17:41,Desktop,South,Social Media,Beauty,0,Yes
USR00898,SES00898,Browse,12-01-2026 00:06,Mobile,North,Organic,Sports,0,Yes
USR00898,SES00898,Add to Cart,12-01-2026 00:08,Tablet,North,Email,Fashion,0,Yes
USR00898,SES00898,Checkout,12-01-2026 00:13,Desktop,West,Email,Beauty,0,Yes
USR00899,SES00899,Browse,26-01-2026 10:52,Mobile,West,Organic,Beauty,0,Yes
USR00900,SES00900,Browse,03-02-2026 04:56,Mobile,West,Email,Beauty,0,Yes
USR00900,SES00900,Add to Cart,03-02-2026 04:59,Tablet,North,Google Ads,Beauty,0,Yes
USR00901,SES00901,Browse,18-01-2026 06:11,Desktop,West,Organic,Home,0,Yes
USR00901,SES00901,Add to Cart,18-01-2026 06:14,Desktop,North,Email,Home,0,Yes
USR00901,SES00901,Checkout,18-01-2026 06:19,Mobile,North,Organic,Sports,0,Yes
USR00902,SES00902,Browse,31-01-2026 12:04,Mobile,West,Email,Fashion,0,Yes
USR00903,SES00903,Browse,03-02-2026 20:37,Tablet,South,Social Media,Home,0,Yes
USR00903,SES00903,Add to Cart,03-02-2026 20:40,Desktop,South,Google Ads,Beauty,0,Yes
USR00903,SES00903,Checkout,03-02-2026 20:42,Mobile,West,Social Media,Beauty,0,Yes
USR00904,SES00904,Browse,01-02-2026 13:28,Tablet,West,Organic,Electronics,0,Yes
USR00904,SES00904,Add to Cart,01-02-2026 13:30,Desktop,East,Organic,Beauty,0,Yes
USR00905,SES00905,Browse,10-01-2026 05:01,Tablet,East,Google Ads,Sports,0,Yes
USR00905,SES00905,Add to Cart,10-01-2026 05:06,Mobile,South,Organic,Beauty,0,Yes
USR00905,SES00905,Checkout,10-01-2026 05:09,Mobile,South,Organic,Fashion,0,Yes
USR00906,SES00906,Browse,22-01-2026 17:21,Mobile,South,Email,Sports,0,Yes
USR00906,SES00906,Add to Cart,22-01-2026 17:25,Desktop,West,Google Ads,Beauty,0,Yes
USR00907,SES00907,Browse,23-01-2026 12:43,Tablet,East,Social Media,Electronics,0,Yes
USR00908,SES00908,Browse,14-01-2026 16:35,Tablet,West,Email,Fashion,0,Yes
USR00908,SES00908,Add to Cart,14-01-2026 16:39,Mobile,East,Email,Home,0,Yes
USR00909,SES00909,Browse,26-01-2026 18:34,Tablet,South,Social Media,Beauty,0,No
USR00909,SES00909,Add to Cart,26-01-2026 18:37,Tablet,East,Email,Beauty,0,No
USR00909,SES00909,Checkout,26-01-2026 18:40,Desktop,West,Google Ads,Home,0,No
USR00909,SES00909,Purchase,26-01-2026 18:43,Mobile,East,Email,Beauty,858.92,No
USR00910,SES00910,Browse,13-01-2026 02:45,Desktop,West,Organic,Beauty,0,Yes
USR00910,SES00910,Add to Cart,13-01-2026 02:49,Tablet,East,Email,Fashion,0,Yes
USR00911,SES00911,Browse,11-01-2026 10:12,Desktop,North,Social Media,Electronics,0,Yes
USR00912,SES00912,Browse,02-02-2026 18:12,Desktop,North,Social Media,Home,0,No
USR00912,SES00912,Add to Cart,02-02-2026 18:15,Tablet,West,Google Ads,Sports,0,No
USR00912,SES00912,Checkout,02-02-2026 18:20,Mobile,South,Google Ads,Fashion,0,No
USR00912,SES00912,Purchase,02-02-2026 18:25,Tablet,South,Email,Home,481.65,No
USR00913,SES00913,Browse,13-01-2026 03:48,Desktop,North,Google Ads,Sports,0,Yes
USR00914,SES00914,Browse,13-01-2026 19:47,Desktop,East,Social Media,Home,0,No
USR00914,SES00914,Add to Cart,13-01-2026 19:52,Desktop,West,Social Media,Beauty,0,No
USR00914,SES00914,Checkout,13-01-2026 19:56,Tablet,South,Social Media,Sports,0,No
USR00914,SES00914,Purchase,13-01-2026 20:00,Desktop,South,Email,Fashion,1169.94,No
USR00915,SES00915,Browse,17-01-2026 14:57,Desktop,North,Email,Beauty,0,No
USR00915,SES00915,Add to Cart,17-01-2026 15:02,Tablet,West,Social Media,Electronics,0,No
USR00915,SES00915,Checkout,17-01-2026 15:07,Mobile,East,Email,Sports,0,No
USR00915,SES00915,Purchase,17-01-2026 15:09,Desktop,South,Email,Fashion,1481.56,No
USR00916,SES00916,Browse,03-02-2026 00:58,Desktop,South,Google Ads,Home,0,Yes
USR00916,SES00916,Add to Cart,03-02-2026 01:01,Desktop,East,Organic,Fashion,0,Yes
USR00916,SES00916,Checkout,03-02-2026 01:05,Desktop,North,Google Ads,Beauty,0,Yes
USR00917,SES00917,Browse,05-01-2026 23:25,Desktop,West,Organic,Home,0,Yes
USR00917,SES00917,Add to Cart,05-01-2026 23:27,Mobile,North,Email,Sports,0,Yes
USR00918,SES00918,Browse,19-01-2026 17:25,Desktop,North,Social Media,Fashion,0,No
USR00918,SES00918,Add to Cart,19-01-2026 17:28,Tablet,East,Email,Electronics,0,No
USR00918,SES00918,Checkout,19-01-2026 17:32,Desktop,East,Organic,Electronics,0,No
USR00918,SES00918,Purchase,19-01-2026 17:35,Tablet,South,Organic,Sports,459.94,No
USR00919,SES00919,Browse,02-02-2026 04:04,Tablet,South,Google Ads,Home,0,No
USR00919,SES00919,Add to Cart,02-02-2026 04:07,Tablet,South,Google Ads,Electronics,0,No
USR00919,SES00919,Checkout,02-02-2026 04:11,Tablet,East,Google Ads,Sports,0,No
USR00919,SES00919,Purchase,02-02-2026 04:13,Mobile,North,Google Ads,Sports,1008.46,No
USR00920,SES00920,Browse,30-01-2026 02:50,Desktop,West,Organic,Beauty,0,Yes
USR00920,SES00920,Add to Cart,30-01-2026 02:53,Mobile,South,Organic,Sports,0,Yes
USR00921,SES00921,Browse,02-02-2026 22:22,Tablet,East,Organic,Beauty,0,Yes
USR00921,SES00921,Add to Cart,02-02-2026 22:26,Desktop,South,Social Media,Beauty,0,Yes
USR00922,SES00922,Browse,06-01-2026 15:01,Tablet,South,Organic,Home,0,Yes
USR00922,SES00922,Add to Cart,06-01-2026 15:04,Tablet,West,Organic,Fashion,0,Yes
USR00923,SES00923,Browse,08-01-2026 15:09,Desktop,South,Google Ads,Home,0,Yes
USR00923,SES00923,Add to Cart,08-01-2026 15:14,Tablet,West,Organic,Electronics,0,Yes
USR00923,SES00923,Checkout,08-01-2026 15:18,Tablet,East,Email,Electronics,0,Yes
USR00924,SES00924,Browse,28-01-2026 23:00,Desktop,East,Google Ads,Sports,0,No
USR00924,SES00924,Add to Cart,28-01-2026 23:02,Tablet,South,Google Ads,Beauty,0,No
USR00924,SES00924,Checkout,28-01-2026 23:06,Mobile,West,Social Media,Electronics,0,No
USR00924,SES00924,Purchase,28-01-2026 23:09,Tablet,West,Social Media,Sports,841.91,No
USR00925,SES00925,Browse,11-01-2026 08:34,Tablet,West,Google Ads,Fashion,0,Yes
USR00925,SES00925,Add to Cart,11-01-2026 08:38,Tablet,North,Email,Home,0,Yes
USR00925,SES00925,Checkout,11-01-2026 08:42,Tablet,South,Email,Electronics,0,Yes
USR00926,SES00926,Browse,15-01-2026 14:54,Mobile,East,Google Ads,Beauty,0,Yes
USR00926,SES00926,Add to Cart,15-01-2026 14:58,Mobile,South,Google Ads,Electronics,0,Yes
USR00926,SES00926,Checkout,15-01-2026 15:01,Tablet,South,Google Ads,Beauty,0,Yes
USR00927,SES00927,Browse,07-01-2026 09:08,Desktop,East,Organic,Electronics,0,Yes
USR00928,SES00928,Browse,23-01-2026 00:35,Mobile,East,Organic,Sports,0,Yes
USR00928,SES00928,Add to Cart,23-01-2026 00:37,Mobile,East,Email,Beauty,0,Yes
USR00929,SES00929,Browse,31-01-2026 01:41,Tablet,South,Google Ads,Home,0,Yes
USR00929,SES00929,Add to Cart,31-01-2026 01:45,Tablet,North,Social Media,Beauty,0,Yes
USR00929,SES00929,Checkout,31-01-2026 01:47,Mobile,South,Google Ads,Beauty,0,Yes
USR00930,SES00930,Browse,19-01-2026 12:26,Tablet,West,Google Ads,Home,0,No
USR00930,SES00930,Add to Cart,19-01-2026 12:30,Desktop,East,Email,Sports,0,No
USR00930,SES00930,Checkout,19-01-2026 12:32,Mobile,East,Social Media,Sports,0,No
USR00930,SES00930,Purchase,19-01-2026 12:37,Tablet,West,Social Media,Fashion,1048.02,No
USR00931,SES00931,Browse,08-01-2026 19:43,Tablet,South,Email,Fashion,0,No
USR00931,SES00931,Add to Cart,08-01-2026 19:45,Desktop,East,Organic,Home,0,No
USR00931,SES00931,Checkout,08-01-2026 19:50,Mobile,South,Social Media,Sports,0,No
USR00931,SES00931,Purchase,08-01-2026 19:55,Desktop,South,Organic,Sports,754.86,No
USR00932,SES00932,Browse,13-01-2026 01:56,Desktop,South,Social Media,Sports,0,Yes
USR00932,SES00932,Add to Cart,13-01-2026 02:01,Desktop,North,Organic,Fashion,0,Yes
USR00932,SES00932,Checkout,13-01-2026 02:05,Tablet,West,Google Ads,Sports,0,Yes
USR00933,SES00933,Browse,12-01-2026 09:52,Desktop,South,Social Media,Sports,0,No
USR00933,SES00933,Add to Cart,12-01-2026 09:56,Mobile,North,Organic,Sports,0,No
USR00933,SES00933,Checkout,12-01-2026 09:59,Tablet,West,Google Ads,Electronics,0,No
USR00933,SES00933,Purchase,12-01-2026 10:01,Desktop,North,Organic,Fashion,1462.73,No
USR00934,SES00934,Browse,25-01-2026 17:41,Desktop,North,Social Media,Electronics,0,Yes
USR00935,SES00935,Browse,17-01-2026 08:33,Mobile,North,Email,Home,0,Yes
USR00935,SES00935,Add to Cart,17-01-2026 08:36,Desktop,North,Email,Beauty,0,Yes
USR00936,SES00936,Browse,25-01-2026 02:36,Desktop,West,Google Ads,Beauty,0,Yes
USR00937,SES00937,Browse,23-01-2026 03:11,Tablet,North,Social Media,Beauty,0,Yes
USR00937,SES00937,Add to Cart,23-01-2026 03:13,Mobile,North,Email,Fashion,0,Yes
USR00938,SES00938,Browse,12-01-2026 04:45,Desktop,West,Social Media,Electronics,0,Yes
USR00938,SES00938,Add to Cart,12-01-2026 04:49,Mobile,North,Google Ads,Fashion,0,Yes
USR00939,SES00939,Browse,30-01-2026 06:44,Desktop,West,Social Media,Sports,0,Yes
USR00939,SES00939,Add to Cart,30-01-2026 06:47,Tablet,West,Social Media,Fashion,0,Yes
USR00940,SES00940,Browse,21-01-2026 21:12,Desktop,West,Organic,Home,0,Yes
USR00940,SES00940,Add to Cart,21-01-2026 21:15,Tablet,East,Email,Electronics,0,Yes
USR00940,SES00940,Checkout,21-01-2026 21:18,Tablet,East,Social Media,Electronics,0,Yes
USR00941,SES00941,Browse,17-01-2026 17:25,Tablet,North,Social Media,Electronics,0,Yes
USR00942,SES00942,Browse,17-01-2026 16:08,Mobile,West,Organic,Home,0,Yes
USR00942,SES00942,Add to Cart,17-01-2026 16:10,Mobile,North,Google Ads,Sports,0,Yes
USR00943,SES00943,Browse,01-02-2026 00:57,Tablet,North,Organic,Sports,0,Yes
USR00943,SES00943,Add to Cart,01-02-2026 01:01,Tablet,West,Email,Sports,0,Yes
USR00944,SES00944,Browse,15-01-2026 05:42,Desktop,West,Google Ads,Sports,0,Yes
USR00945,SES00945,Browse,17-01-2026 04:14,Mobile,North,Social Media,Home,0,Yes
USR00945,SES00945,Add to Cart,17-01-2026 04:19,Mobile,South,Social Media,Fashion,0,Yes
USR00946,SES00946,Browse,20-01-2026 15:21,Tablet,South,Organic,Home,0,Yes
USR00947,SES00947,Browse,27-01-2026 08:28,Mobile,West,Email,Beauty,0,Yes
USR00948,SES00948,Browse,19-01-2026 18:29,Desktop,West,Social Media,Fashion,0,Yes
USR00949,SES00949,Browse,17-01-2026 11:10,Desktop,West,Email,Electronics,0,Yes
USR00949,SES00949,Add to Cart,17-01-2026 11:14,Tablet,North,Organic,Electronics,0,Yes
USR00950,SES00950,Browse,08-01-2026 15:11,Desktop,East,Social Media,Fashion,0,Yes
USR00951,SES00951,Browse,06-01-2026 18:25,Tablet,East,Email,Electronics,0,Yes
USR00951,SES00951,Add to Cart,06-01-2026 18:29,Mobile,South,Google Ads,Sports,0,Yes
USR00952,SES00952,Browse,11-01-2026 11:49,Mobile,West,Email,Home,0,Yes
USR00953,SES00953,Browse,10-01-2026 01:43,Mobile,North,Google Ads,Beauty,0,Yes
USR00953,SES00953,Add to Cart,10-01-2026 01:46,Mobile,West,Organic,Sports,0,Yes
USR00953,SES00953,Checkout,10-01-2026 01:50,Tablet,West,Social Media,Sports,0,Yes
USR00954,SES00954,Browse,21-01-2026 14:12,Tablet,East,Social Media,Sports,0,Yes
USR00954,SES00954,Add to Cart,21-01-2026 14:14,Mobile,East,Email,Fashion,0,Yes
USR00955,SES00955,Browse,10-01-2026 04:10,Tablet,North,Google Ads,Fashion,0,Yes
USR00955,SES00955,Add to Cart,10-01-2026 04:12,Tablet,East,Social Media,Sports,0,Yes
USR00956,SES00956,Browse,27-01-2026 11:21,Tablet,East,Social Media,Fashion,0,No
USR00956,SES00956,Add to Cart,27-01-2026 11:23,Tablet,East,Email,Electronics,0,No
USR00956,SES00956,Checkout,27-01-2026 11:28,Tablet,North,Organic,Beauty,0,No
USR00956,SES00956,Purchase,27-01-2026 11:33,Tablet,South,Organic,Beauty,529.81,No
USR00957,SES00957,Browse,11-01-2026 01:45,Tablet,South,Organic,Electronics,0,Yes
USR00957,SES00957,Add to Cart,11-01-2026 01:50,Desktop,North,Organic,Fashion,0,Yes
USR00958,SES00958,Browse,17-01-2026 12:36,Desktop,North,Email,Sports,0,Yes
USR00959,SES00959,Browse,22-01-2026 04:37,Tablet,South,Email,Beauty,0,Yes
USR00959,SES00959,Add to Cart,22-01-2026 04:42,Mobile,West,Organic,Beauty,0,Yes
USR00959,SES00959,Checkout,22-01-2026 04:47,Desktop,South,Email,Fashion,0,Yes
USR00960,SES00960,Browse,24-01-2026 16:28,Desktop,West,Google Ads,Electronics,0,Yes
USR00960,SES00960,Add to Cart,24-01-2026 16:31,Desktop,South,Social Media,Fashion,0,Yes
USR00960,SES00960,Checkout,24-01-2026 16:36,Mobile,North,Email,Home,0,Yes
USR00961,SES00961,Browse,15-01-2026 07:38,Desktop,West,Google Ads,Home,0,Yes
USR00962,SES00962,Browse,23-01-2026 20:32,Desktop,East,Organic,Home,0,Yes
USR00963,SES00963,Browse,19-01-2026 07:59,Mobile,West,Google Ads,Beauty,0,Yes
USR00963,SES00963,Add to Cart,19-01-2026 08:01,Mobile,South,Email,Electronics,0,Yes
USR00963,SES00963,Checkout,19-01-2026 08:05,Mobile,East,Organic,Electronics,0,Yes
USR00964,SES00964,Browse,30-01-2026 01:54,Tablet,East,Email,Home,0,Yes
USR00964,SES00964,Add to Cart,30-01-2026 01:59,Mobile,South,Email,Fashion,0,Yes
USR00965,SES00965,Browse,11-01-2026 06:28,Mobile,East,Social Media,Electronics,0,Yes
USR00966,SES00966,Browse,14-01-2026 02:38,Desktop,West,Organic,Sports,0,Yes
USR00966,SES00966,Add to Cart,14-01-2026 02:40,Desktop,West,Social Media,Fashion,0,Yes
USR00967,SES00967,Browse,14-01-2026 01:35,Tablet,West,Organic,Sports,0,No
USR00967,SES00967,Add to Cart,14-01-2026 01:40,Desktop,North,Social Media,Sports,0,No
USR00967,SES00967,Checkout,14-01-2026 01:44,Desktop,North,Organic,Beauty,0,No
USR00967,SES00967,Purchase,14-01-2026 01:46,Tablet,West,Google Ads,Fashion,380.79,No
USR00968,SES00968,Browse,01-02-2026 02:11,Desktop,West,Social Media,Electronics,0,No
USR00968,SES00968,Add to Cart,01-02-2026 02:15,Desktop,West,Social Media,Fashion,0,No
USR00968,SES00968,Checkout,01-02-2026 02:20,Mobile,West,Email,Home,0,No
USR00968,SES00968,Purchase,01-02-2026 02:23,Tablet,South,Social Media,Home,1542.38,No
USR00969,SES00969,Browse,16-01-2026 12:18,Mobile,West,Email,Electronics,0,No
USR00969,SES00969,Add to Cart,16-01-2026 12:23,Desktop,East,Email,Sports,0,No
USR00969,SES00969,Checkout,16-01-2026 12:28,Desktop,North,Email,Electronics,0,No
USR00969,SES00969,Purchase,16-01-2026 12:31,Mobile,East,Organic,Home,969.75,No
USR00970,SES00970,Browse,11-01-2026 01:13,Tablet,South,Organic,Fashion,0,Yes
USR00970,SES00970,Add to Cart,11-01-2026 01:18,Mobile,North,Social Media,Fashion,0,Yes
USR00970,SES00970,Checkout,11-01-2026 01:21,Tablet,South,Social Media,Beauty,0,Yes
USR00971,SES00971,Browse,27-01-2026 01:06,Mobile,West,Social Media,Sports,0,Yes
USR00972,SES00972,Browse,28-01-2026 08:35,Desktop,North,Email,Electronics,0,No
USR00972,SES00972,Add to Cart,28-01-2026 08:38,Desktop,North,Social Media,Sports,0,No
USR00972,SES00972,Checkout,28-01-2026 08:41,Mobile,East,Organic,Electronics,0,No
USR00972,SES00972,Purchase,28-01-2026 08:44,Desktop,West,Organic,Sports,957.64,No
USR00973,SES00973,Browse,09-01-2026 08:50,Mobile,East,Organic,Beauty,0,Yes
USR00974,SES00974,Browse,29-01-2026 13:31,Mobile,South,Social Media,Sports,0,Yes
USR00974,SES00974,Add to Cart,29-01-2026 13:34,Mobile,East,Email,Electronics,0,Yes
USR00974,SES00974,Checkout,29-01-2026 13:39,Desktop,West,Social Media,Home,0,Yes
USR00975,SES00975,Browse,03-02-2026 11:45,Mobile,West,Organic,Beauty,0,Yes
USR00975,SES00975,Add to Cart,03-02-2026 11:50,Tablet,South,Email,Fashion,0,Yes
USR00976,SES00976,Browse,31-01-2026 07:37,Mobile,West,Email,Electronics,0,Yes
USR00976,SES00976,Add to Cart,31-01-2026 07:41,Desktop,North,Google Ads,Fashion,0,Yes
USR00976,SES00976,Checkout,31-01-2026 07:46,Desktop,North,Google Ads,Fashion,0,Yes
USR00977,SES00977,Browse,02-02-2026 22:34,Mobile,West,Social Media,Sports,0,Yes
USR00977,SES00977,Add to Cart,02-02-2026 22:37,Mobile,East,Google Ads,Beauty,0,Yes
USR00977,SES00977,Checkout,02-02-2026 22:40,Tablet,East,Social Media,Sports,0,Yes
USR00978,SES00978,Browse,14-01-2026 04:09,Tablet,North,Organic,Home,0,Yes
USR00979,SES00979,Browse,02-02-2026 03:47,Desktop,South,Social Media,Sports,0,Yes
USR00979,SES00979,Add to Cart,02-02-2026 03:51,Desktop,North,Email,Sports,0,Yes
USR00980,SES00980,Browse,20-01-2026 20:26,Mobile,North,Email,Home,0,No
USR00980,SES00980,Add to Cart,20-01-2026 20:29,Mobile,North,Google Ads,Beauty,0,No
USR00980,SES00980,Checkout,20-01-2026 20:33,Desktop,North,Social Media,Sports,0,No
USR00980,SES00980,Purchase,20-01-2026 20:36,Mobile,South,Organic,Electronics,1707.04,No
USR00981,SES00981,Browse,04-02-2026 16:37,Mobile,North,Google Ads,Fashion,0,Yes
USR00981,SES00981,Add to Cart,04-02-2026 16:41,Tablet,South,Social Media,Sports,0,Yes
USR00982,SES00982,Browse,11-01-2026 06:57,Desktop,West,Email,Beauty,0,Yes
USR00982,SES00982,Add to Cart,11-01-2026 07:00,Desktop,East,Social Media,Home,0,Yes
USR00983,SES00983,Browse,17-01-2026 01:45,Tablet,East,Social Media,Beauty,0,Yes
USR00983,SES00983,Add to Cart,17-01-2026 01:47,Mobile,West,Google Ads,Beauty,0,Yes
USR00983,SES00983,Checkout,17-01-2026 01:51,Desktop,South,Google Ads,Home,0,Yes
USR00984,SES00984,Browse,03-02-2026 08:03,Desktop,West,Social Media,Fashion,0,Yes
USR00985,SES00985,Browse,30-01-2026 06:06,Mobile,North,Social Media,Electronics,0,Yes
USR00986,SES00986,Browse,29-01-2026 11:55,Mobile,North,Social Media,Beauty,0,Yes
USR00986,SES00986,Add to Cart,29-01-2026 11:59,Mobile,East,Organic,Home,0,Yes
USR00987,SES00987,Browse,19-01-2026 22:24,Desktop,North,Social Media,Home,0,Yes
USR00987,SES00987,Add to Cart,19-01-2026 22:29,Tablet,West,Email,Sports,0,Yes
USR00987,SES00987,Checkout,19-01-2026 22:33,Tablet,South,Email,Beauty,0,Yes
USR00988,SES00988,Browse,13-01-2026 21:13,Desktop,North,Google Ads,Beauty,0,Yes
USR00988,SES00988,Add to Cart,13-01-2026 21:16,Mobile,East,Email,Home,0,Yes
USR00989,SES00989,Browse,06-01-2026 21:46,Mobile,South,Google Ads,Home,0,Yes
USR00990,SES00990,Browse,31-01-2026 00:46,Desktop,East,Email,Sports,0,Yes
USR00991,SES00991,Browse,03-02-2026 21:43,Tablet,West,Google Ads,Beauty,0,Yes
USR00991,SES00991,Add to Cart,03-02-2026 21:47,Tablet,West,Email,Beauty,0,Yes
USR00992,SES00992,Browse,21-01-2026 05:20,Desktop,West,Google Ads,Beauty,0,Yes
USR00992,SES00992,Add to Cart,21-01-2026 05:22,Tablet,East,Email,Home,0,Yes
USR00993,SES00993,Browse,08-01-2026 06:02,Mobile,East,Email,Beauty,0,Yes
USR00993,SES00993,Add to Cart,08-01-2026 06:04,Mobile,North,Email,Fashion,0,Yes
USR00994,SES00994,Browse,26-01-2026 16:15,Tablet,North,Email,Home,0,Yes
USR00994,SES00994,Add to Cart,26-01-2026 16:17,Desktop,South,Organic,Electronics,0,Yes
USR00995,SES00995,Browse,29-01-2026 02:16,Desktop,East,Google Ads,Home,0,No
USR00995,SES00995,Add to Cart,29-01-2026 02:19,Mobile,South,Email,Beauty,0,No
USR00995,SES00995,Checkout,29-01-2026 02:23,Mobile,South,Social Media,Fashion,0,No
USR00995,SES00995,Purchase,29-01-2026 02:26,Mobile,North,Organic,Fashion,1001.1,No
USR00996,SES00996,Browse,02-02-2026 02:17,Tablet,North,Social Media,Fashion,0,Yes
USR00997,SES00997,Browse,27-01-2026 13:26,Mobile,South,Social Media,Fashion,0,Yes
USR00998,SES00998,Browse,18-01-2026 03:41,Mobile,West,Google Ads,Beauty,0,Yes
USR00999,SES00999,Browse,22-01-2026 06:02,Tablet,South,Organic,Beauty,0,Yes
USR00999,SES00999,Add to Cart,22-01-2026 06:07,Desktop,South,Social Media,Beauty,0,Yes
USR01000,SES01000,Browse,09-01-2026 04:26,Mobile,East,Email,Electronics,0,Yes
USR01001,SES01001,Browse,08-01-2026 00:53,Mobile,North,Social Media,Beauty,0,Yes
USR01001,SES01001,Add to Cart,08-01-2026 00:57,Desktop,West,Email,Sports,0,Yes
USR01002,SES01002,Browse,19-01-2026 23:19,Mobile,South,Organic,Sports,0,Yes
USR01003,SES01003,Browse,17-01-2026 19:57,Desktop,South,Google Ads,Home,0,Yes
USR01003,SES01003,Add to Cart,17-01-2026 19:59,Desktop,East,Email,Beauty,0,Yes
USR01003,SES01003,Checkout,17-01-2026 20:03,Tablet,West,Organic,Sports,0,Yes
USR01004,SES01004,Browse,17-01-2026 05:42,Tablet,North,Organic,Beauty,0,Yes
